Wavelength,I,Calibrated
384.77099999999996,0.591059,0.07868300127832684
384.80400000000003,0.6085520000000001,0.08097035996281055
384.836,0.619961,0.08247179991495525
384.86800000000005,0.646187,0.08594669963324351
384.901,0.673251,0.089533311738325
384.93300000000005,0.702397,0.09340570450321141
384.966,0.725296,0.09645073316626251
384.99800000000005,0.7357779999999999,0.09785012932344801
385.03,0.737056,0.09800644112648434
385.06300000000005,0.722675,0.09606939891693655
385.095,0.71126,0.09452967565492724
385.12800000000004,0.678035,0.09007866108354949
385.16,0.657445,0.08732000426459131
385.19300000000004,0.6573979999999999,0.0873003571570199
385.225,0.633955,0.0841765067453965
385.25699999999995,0.628848,0.08349323027951487
385.29,0.637575,0.0846428149886643
385.32199999999995,0.6447470000000001,0.08557689308975726
385.355,0.6628569999999999,0.08797287705770372
385.38699999999994,0.677679,0.08991344214280204
385.41900000000004,0.671751,0.08907450036414126
385.452,0.637417,0.08443760761289268
385.48400000000004,0.628632,0.08320559045938979
385.51599999999996,0.6248560000000001,0.08268345785782706
385.54900000000004,0.608197,0.08049372780062308
385.58099999999996,0.603925,0.07997637176296253
385.61400000000003,0.5814159999999999,0.0770781373837965
385.64599999999996,0.557963,0.07406214895885888
385.67800000000005,0.552088,0.07339676636353085
385.711,0.544097,0.07250216792157244
385.74300000000005,0.555067,0.07415179202196778
385.776,0.561044,0.0751282664010053
385.80800000000005,0.554932,0.07444544254867844
385.84,0.570381,0.07663123288611283
385.87300000000005,0.58757,0.07902069613655298
385.905,0.599746,0.08068290738614983
385.93800000000005,0.613363,0.08251950238031759
385.97,0.628633,0.08457770437894657
386.00199999999995,0.6503720000000001,0.08751432374542382
386.035,0.660572,0.0889094350289918
386.06699999999995,0.6624770000000001,0.08921163829143944
386.1,0.650629,0.08772739307356275
386.13199999999995,0.653515,0.08829749940134182
386.164,0.620226,0.08399332955553465
386.19699999999995,0.596037,0.08087837878508555
386.22900000000004,0.559789,0.07606879281594627
386.26099999999997,0.527807,0.07179626071627776
386.29400000000004,0.48566899999999996,0.06611119363707711
386.32599999999996,0.45244700000000004,0.06162486864736631
386.35900000000004,0.435561,0.05937408598227398
386.39099999999996,0.432486,0.05902232803634563
386.423,0.417971,0.05709779467995963
386.45599999999996,0.42623599999999995,0.058267696002019115
386.48800000000006,0.43564200000000003,0.05959163883879856
386.52,0.45757299999999995,0.06264585814982546
386.55300000000005,0.482146,0.06609237151871578
386.585,0.501437,0.06884897033282666
386.61800000000005,0.53158,0.07311647130008156
386.65,0.524982,0.072303997035151
386.68199999999996,0.534276,0.07367180927505697
386.715,0.543251,0.07502787166383602
386.74699999999996,0.56745,0.07851974175623279
386.779,0.59065,0.08188576000424808
386.81199999999995,0.600348,0.08336869081386053
386.844,0.6298229999999999,0.08757068248743907
386.87699999999995,0.673721,0.09376585112205248
386.909,0.697298,0.09712203715092198
386.941,0.717472,0.09998694446792918
386.974,0.751607,0.10477699277822275
387.006,0.778539,0.1085330563671048
387.038,0.776939,0.1082904485023919
387.07099999999997,0.7725810000000001,0.10765511816481745
387.103,0.742966,0.1034667951782726
387.13599999999997,0.7011850000000001,0.09753996559131511
387.168,0.6382939999999999,0.08866020808263012
387.2,0.56385,0.07815883172870605
387.233,0.491584,0.06795228423346675
387.265,0.43208199999999997,0.0595398009833928
387.29699999999997,0.372102,0.05110581495277229
387.33,0.31097600000000003,0.042573133342264285
387.36199999999997,0.29373499999999997,0.040097104005932485
387.394,0.267714,0.03644974156955306
387.42699999999996,0.252686,0.03433407337651349
387.459,0.242168,0.032864530342223426
387.49199999999996,0.242522,0.032884044061931024
387.524,0.237806,0.03222068345396991
387.556,0.237969,0.032213258532374174
387.589,0.25966100000000003,0.03510801976805345
387.621,0.28038,0.0378596818162671
387.653,0.285375,0.03848227253547439
387.686,0.31157399999999996,0.04196167389598776
387.718,0.34713499999999997,0.04670517257552595
387.75,0.366566,0.04928476374567905
387.783,0.392752,0.05278395386885906
387.815,0.415026,0.05577308714896157
387.847,0.450205,0.06049959301514211
387.88,0.48818100000000003,0.06559553419916986
387.912,0.5311560000000001,0.07135899475025173
387.944,0.562657,0.07557986485448721
387.977,0.6186560000000001,0.08308223230929597
388.009,0.651997,0.08752796340759106
388.042,0.693217,0.09301073493946567
388.074,0.7470680000000001,0.10016123200693156
388.106,0.823049,0.11023613657601247
388.139,0.87936,0.11761805486151071
388.171,0.914567,0.12214362707174996
388.20300000000003,0.983649,0.13116991405023212
388.236,1.019117,0.13573030645099038
388.26800000000003,1.02,0.13575119172561692
388.3,0.984721,0.13100199112267658
388.333,0.9091229999999999,0.12091266270575009
388.365,0.785193,0.1044270501499278
388.397,0.678398,0.09024934667080405
388.43,0.557708,0.07422084078057259
388.462,0.444733,0.059196841451522625
388.494,0.344041,0.045784153049509835
388.527,0.256509,0.03410770110865211
388.559,0.21953699999999998,0.02915774879765476
388.591,0.182039,0.02414645528382525
388.624,0.163859,0.021706003700105597
388.656,0.144335,0.019097350499030462
388.68800000000005,0.12693,0.016783839760964023
388.721,0.11216199999999998,0.014834374727939555
388.75300000000004,0.11205599999999999,0.0148326332496662
388.785,0.109694,0.01453440953554456
388.81800000000004,0.106974,0.014184865314706014
388.85,0.10102699999999999,0.013400659727215788
388.88199999999995,0.099824,0.01324306897260713
388.915,0.09054,0.012015762194020238
388.94699999999995,0.079838,0.01060208819378265
388.97900000000004,0.078539,0.010437498405647349
389.01199999999994,0.074014,0.009845651837771153
389.04400000000004,0.077613,0.010337384125151948
389.07599999999996,0.084466,0.011267911858371171
389.10900000000004,0.084612,0.011307378223452439
389.14099999999996,0.082203,0.011003077304581372
389.173,0.081058,0.010865760914035752
389.20599999999996,0.08819400000000001,0.011837075511157818
389.23800000000006,0.090987,0.012220171113950046
389.27,0.09597699999999999,0.012893145743883288
389.30300000000005,0.090863,0.012205946710543989
389.335,0.088511,0.011890471002322751
389.36699999999996,0.082661,0.011108167911362474
389.4,0.07646,0.010279744462277361
389.43199999999996,0.079915,0.01074923869694632
389.464,0.079084,0.010643630228858445
389.49699999999996,0.070635,0.009513873549691866
389.529,0.050975,0.006870921193059181
389.561,0.050559,0.006818707814268928
389.593,0.043343,0.005848553556139393
389.626,0.036481,0.004926031296644021
389.658,0.026393,0.003566666835708797
389.69,0.024278,0.003283569164549364
389.723,0.028589999999999997,0.003870796024970828
389.755,0.020258,0.0027459377906010646
389.787,0.017342,0.0023533497688024265
389.82,0.011895000000000001,0.001615966012056335
389.852,0.012242,0.00166442676000012
389.884,0.009779000000000001,0.001329845693393648
389.917,0.016103,0.002189261728054147
389.949,0.01395,0.001896231642961169
389.981,0.017772,0.0024164022488173077
390.014,0.020891,0.002842148262295382
390.046,0.017419999999999998,0.0023710400200148874
390.07800000000003,0.020484,0.0027886799482243793
390.11,0.020025,0.0027265682646042924
390.14300000000003,0.023661,0.003222135095238499
390.175,0.020325,0.0027677473724723586
390.207,0.021328,0.002903968366009621
390.24,0.020581,0.002802478392627069
390.272,0.020354,0.0027723525481903985
390.30400000000003,0.018355,0.002500968620882063
390.337,0.019254,0.0026240923020346887
390.369,0.015841,0.002159014095515339
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
